Var1_ 1,Var1_ 2,Var1_ 3,Var1_ 4,Var1_ 5,Var1_ 6,Var1_ 7,Var1_ 8,Var1_ 9,Var1_10,Var1_11,Var1_12
863,177,-75,-561,309,48,-1023,-937,-1090,-1320,460,1953
879,179,-89,-570,324,42,-1041,-933,-1087,-1317,458,1949
882,163,-108,-564,335,25,-1045,-936,-1093,-1322,447,1935
890,179,-100,-576,335,37,-1053,-928,-1084,-1311,461,1950
876,185,-80,-572,318,50,-1044,-918,-1071,-1297,473,1960
917,173,-133,-586,365,17,-1053,-921,-1074,-1300,458,1945
890,173,-106,-573,338,31,-1038,-913,-1064,-1290,471,1955
865,193,-61,-570,303,63,-1025,-899,-1048,-1274,494,1972
908,199,-98,-595,343,48,-1015,-897,-1045,-1270,488,1965
893,193,-89,-584,331,49,-999,-900,-1048,-1271,483,1958
891,189,-91,-581,331,46,-995,-897,-1043,-1264,481,1953
907,225,-71,-607,329,74,-992,-874,-1017,-1234,503,1977
931,237,-83,-625,347,74,-1016,-878,-1015,-1228,509,1980
923,226,-86,-616,345,67,-1030,-880,-1014,-1225,505,1974
920,222,-87,-612,344,65,-1038,-868,-1001,-1212,508,1980
890,208,-71,-590,321,66,-1042,-850,-983,-1197,506,1982
926,230,-85,-619,346,70,-1069,-845,-977,-1189,507,1986
924,233,-80,-620,342,74,-1103,-842,-974,-1183,513,1989
970,252,-107,-652,379,70,-1123,-847,-977,-1183,518,1989
1000,270,-119,-676,400,73,-1091,-848,-976,-1181,517,1988
940,257,-72,-640,346,90,-1050,-853,-981,-1181,520,1993
946,266,-69,-647,348,96,-1057,-855,-981,-1180,524,1999
966,253,-102,-651,374,73,-1086,-855,-985,-1184,519,2001
950,262,-77,-647,354,90,-1076,-855,-987,-1188,525,2007
946,251,-84,-640,355,81,-1068,-863,-999,-1202,517,1996
942,215,-116,-620,369,47,-1074,-893,-1032,-1235,489,1970
930,217,-102,-615,356,55,-1049,-897,-1047,-1251,481,1961
928,259,-58,-635,333,98,-1040,-895,-1049,-1253,505,1996
963,265,-87,-655,365,86,-1058,-929,-1079,-1280,500,1998
930,236,-83,-624,347,74,-1044,-954,-1102,-1303,485,1989
844,214,-19,-570,272,95,-995,-950,-1103,-1307,481,1985
880,245,-24,-604,292,108,-980,-935,-1095,-1301,478,1985
912,225,-76,-610,334,72,-1000,-933,-1097,-1308,453,1966
899,207,-81,-594,330,60,-1025,-942,-1108,-1320,443,1957
934,228,-95,-622,355,64,-1067,-960,-1125,-1336,448,1964
923,235,-77,-620,340,76,-1071,-964,-1129,-1341,460,1973
881,230,-40,-597,301,92,-1036,-963,-1127,-1342,461,1975
905,247,-47,-617,316,97,-1003,-959,-1122,-1339,461,1977
905,233,-61,-610,323,83,-999,-971,-1133,-1351,442,1953
859,217,-31,-579,285,90,-994,-964,-1126,-1343,446,1963
860,224,-25,-583,283,97,-1008,-965,-1126,-1343,447,1967
875,206,-58,-582,307,71,-1034,-971,-1136,-1357,425,1942
886,212,-63,-590,315,72,-1038,-956,-1124,-1349,432,1946
907,270,-26,-630,307,119,-1035,-939,-1106,-1331,467,1984
912,278,-23,-636,308,125,-1040,-938,-1107,-1334,466,1983
907,248,-48,-619,318,97,-1037,-949,-1119,-1346,445,1959
883,238,-34,-602,299,99,-1011,-954,-1124,-1343,449,1970
890,237,-42,-605,306,95,-993,-962,-1133,-1349,450,1974
901,254,-36,-619,309,106,-1002,-979,-1148,-1363,445,1965
908,262,-35,-626,312,111,-1007,-978,-1147,-1362,435,1950
890,237,-42,-605,306,95,-1014,-973,-1144,-1359,420,1937
894,225,-58,-601,316,81,-1033,-983,-1152,-1363,407,1928
883,232,-40,-599,302,93,-1029,-974,-1143,-1352,424,1944
874,239,-24,-598,289,105,-1020,-965,-1135,-1343,445,1967
855,226,-18,-582,277,101,-1025,-977,-1147,-1352,433,1949
874,235,-28,-596,291,101,-1029,-984,-1154,-1356,429,1943
874,239,-24,-598,289,105,-1031,-991,-1158,-1356,439,1956
865,240,-14,-594,280,110,-1033,-1000,-1163,-1357,444,1960
890,260,-19,-616,295,118,-1032,-999,-1162,-1355,443,1953
873,278,16,-617,269,144,-1013,-967,-1138,-1336,456,1962
877,291,25,-625,266,155,-1020,-964,-1140,-1339,447,1957
869,282,24,-617,263,150,-1024,-967,-1145,-1342,441,1955
868,260,3,-605,273,129,-1026,-970,-1149,-1344,434,1951
874,259,-4,-608,279,125,-1031,-980,-1157,-1350,437,1955
858,249,2,-595,268,123,-1032,-986,-1165,-1356,433,1949
861,261,11,-602,265,133,-1032,-986,-1166,-1357,432,1944
875,258,-6,-608,281,123,-1034,-985,-1166,-1357,432,1945
865,245,-9,-596,277,115,-1033,-986,-1168,-1361,425,1940
855,240,-4,-589,270,115,-1029,-983,-1163,-1358,423,1937
854,240,-3,-588,269,116,-1034,-987,-1166,-1362,412,1931
863,233,-19,-589,281,104,-1037,-991,-1171,-1368,410,1935
858,242,-5,-591,272,116,-1033,-986,-1164,-1362,422,1946
855,252,8,-595,264,127,-1031,-981,-1157,-1356,433,1957
859,260,12,-601,264,133,-1028,-978,-1152,-1351,440,1969
869,256,-2,-604,276,124,-1028,-978,-1151,-1351,444,1978
873,251,-11,-603,282,117,-1028,-979,-1150,-1353,435,1968
866,240,-15,-594,281,110,-1025,-973,-1141,-1345,438,1976
853,225,-17,-580,275,101,-1023,-973,-1139,-1346,433,1975
858,215,-32,-578,285,89,-1024,-974,-1139,-1349,431,1975
859,223,-25,-582,282,96,-1027,-975,-1136,-1345,443,1986
870,226,-33,-589,292,94,-1034,-979,-1137,-1345,449,1987
861,233,-17,-588,279,105,-1032,-976,-1132,-1339,461,2002
864,240,-13,-593,279,111,-1036,-975,-1134,-1341,454,2001
866,233,-22,-591,284,103,-1043,-974,-1132,-1340,457,2008
882,229,-42,-597,302,91,-1058,-977,-1133,-1340,459,2009
897,235,-51,-607,314,89,-1073,-985,-1137,-1343,458,2010
905,244,-50,-616,318,94,-1082,-987,-1135,-1341,459,2015
904,222,-71,-604,328,73,-1087,-993,-1141,-1351,455,2012
893,191,-91,-583,332,47,-1085,-997,-1147,-1365,435,1994
877,174,-92,-567,325,38,-1080,-999,-1149,-1368,435,1998
891,184,-96,-579,334,41,-1075,-1002,-1150,-1370,435,1993
899,189,-99,-585,339,42,-1066,-995,-1143,-1364,443,2004
905,180,-114,-584,350,30,-1068,-996,-1142,-1365,442,1999
885,183,-91,-575,328,43,-1057,-991,-1134,-1356,450,2002
872,173,-88,-564,320,40,-1046,-987,-1131,-1355,452,2003
878,155,-112,-558,335,19,-1038,-982,-1127,-1354,456,2003
830,134,-85,-523,298,22,-1018,-968,-1116,-1343,468,2011
836,129,-96,-524,306,14,-1015,-968,-1118,-1346,465,2008
844,126,-107,-526,316,7,-1010,-968,-1118,-1349,459,2003
854,118,-125,-527,330,-6,-1014,-974,-1124,-1356,453,1995
829,92,-126,-502,318,-20,-1012,-971,-1122,-1358,447,1985
828,87,-130,-499,319,-24,-1013,-971,-1122,-1361,437,1973
845,99,-135,-513,330,-21,-1013,-969,-1117,-1358,441,1975
846,112,-123,-520,325,-8,-1008,-965,-1109,-1349,455,1988
829,109,-109,-510,309,-3,-1000,-963,-1108,-1351,449,1981
842,109,-122,-517,322,-9,-1007,-968,-1114,-1358,445,1975
849,107,-131,-519,330,-15,-1015,-976,-1121,-1365,446,1975
852,102,-139,-518,336,-21,-1012,-975,-1118,-1365,442,1969
838,98,-129,-509,324,-18,-996,-967,-1115,-1367,425,1951
838,103,-124,-512,321,-13,-983,-960,-1115,-1370,418,1940
831,95,-125,-504,318,-18,-971,-957,-1119,-1379,402,1915
823,101,-111,-503,307,-8,-966,-959,-1122,-1383,398,1902
821,108,-102,-506,302,0,-950,-935,-1097,-1360,412,1912
830,134,-85,-523,298,22,-937,-899,-1054,-1315,440,1933
864,174,-79,-560,312,45,-937,-856,-986,-1239,494,1981
933,232,-90,-624,352,68,-962,-803,-898,-1137,565,2046
1012,299,-102,-697,397,96,-1013,-760,-815,-1034,644,2121
1088,369,-108,-770,438,128,-1066,-720,-741,-938,725,2209
1184,409,-164,-838,514,120,-1114,-692,-687,-866,790,2290
1182,411,-160,-838,511,123,-1144,-734,-710,-873,796,2310
1091,400,-80,-787,426,157,-1144,-834,-821,-966,780,2315
999,311,-77,-696,378,114,-1108,-917,-968,-1115,696,2241
950,137,-202,-585,416,-35,-1022,-912,-1072,-1264,528,2078
919,48,-260,-525,430,-109,-957,-881,-1100,-1323,446,1995
885,38,-236,-503,401,-102,-932,-880,-1112,-1334,438,1977
870,67,-192,-510,371,-65,-938,-910,-1136,-1349,446,1979
880,95,-174,-529,367,-42,-966,-944,-1164,-1368,450,1979
891,111,-169,-542,370,-32,-993,-965,-1177,-1373,454,1977
876,98,-167,-528,362,-37,-997,-975,-1182,-1373,449,1964
866,93,-162,-521,354,-37,-992,-975,-1178,-1369,455,1965
875,112,-152,-535,354,-23,-988,-971,-1171,-1364,459,1965
868,114,-143,-532,346,-17,-994,-977,-1174,-1368,452,1954
860,114,-135,-528,338,-13,-994,-972,-1168,-1365,455,1958
853,110,-132,-523,333,-14,-994,-965,-1160,-1362,455,1961
860,123,-126,-533,333,-4,-1010,-980,-1168,-1373,448,1951
856,130,-115,-534,326,5,-1006,-986,-1170,-1377,450,1952
849,148,-90,-540,310,26,-988,-979,-1160,-1370,455,1956
848,155,-82,-543,305,34,-993,-978,-1154,-1369,452,1956
856,155,-90,-547,313,30,-1001,-977,-1152,-1370,444,1947
862,146,-105,-545,324,18,-1002,-977,-1151,-1371,442,1940
864,144,-109,-545,327,15,-1001,-985,-1155,-1376,436,1931
856,151,-94,-545,315,26,-993,-981,-1147,-1370,441,1937
858,156,-91,-548,315,30,-1002,-976,-1143,-1368,442,1940
862,161,-90,-553,316,33,-1010,-974,-1143,-1371,436,1937
869,172,-86,-562,318,40,-1011,-974,-1141,-1370,438,1941
865,171,-83,-559,314,41,-1015,-979,-1142,-1367,449,1950
858,168,-79,-554,309,42,-1016,-983,-1144,-1368,451,1949
849,174,-64,-553,297,52,-1008,-979,-1141,-1368,451,1947
852,181,-60,-558,296,58,-1004,-975,-1138,-1365,454,1951
875,182,-82,-570,319,47,-1012,-977,-1141,-1368,453,1951
873,185,-77,-570,315,51,-1013,-975,-1141,-1369,449,1947
865,180,-74,-564,310,50,-1014,-977,-1144,-1370,445,1942
870,182,-77,-567,314,50,-1018,-983,-1146,-1368,445,1943
884,187,-86,-577,325,48,-1022,-987,-1146,-1365,453,1953
871,185,-75,-569,313,52,-1019,-983,-1143,-1361,455,1952
853,192,-50,-564,292,68,-1016,-973,-1132,-1352,460,1957
848,189,-48,-560,288,68,-1019,-970,-1128,-1346,456,1954
863,187,-65,-566,304,58,-1029,-968,-1128,-1343,459,1954
875,184,-80,-571,318,49,-1034,-968,-1131,-1343,459,1948
891,188,-92,-581,332,45,-1026,-968,-1128,-1337,461,1951
894,203,-80,-590,327,59,-1017,-962,-1116,-1322,478,1973
895,212,-72,-595,324,67,-1024,-956,-1107,-1313,483,1977
893,209,-73,-592,323,65,-1035,-952,-1104,-1308,486,1980
890,203,-76,-588,323,61,-1041,-952,-1101,-1303,485,1976
893,206,-76,-591,325,62,-1038,-951,-1096,-1298,484,1972
889,213,-65,-592,317,71,-1026,-941,-1082,-1283,493,1982
899,214,-74,-598,327,67,-1023,-931,-1069,-1273,495,1982
912,212,-89,-603,341,59,-1028,-929,-1063,-1266,498,1982
908,210,-87,-600,338,59,-1030,-922,-1050,-1253,511,1996
935,213,-111,-615,363,48,-1042,-920,-1044,-1249,506,1989
934,223,-100,-620,357,59,-1041,-906,-1027,-1233,515,1997
918,225,-82,-613,340,69,-1036,-890,-1009,-1216,523,2005
926,226,-89,-617,348,66,-1043,-886,-1004,-1212,526,2006
939,233,-95,-627,357,66,-1047,-882,-996,-1204,531,2008
946,249,-86,-639,356,79,-1050,-879,-990,-1198,534,2011
948,248,-89,-639,359,77,-1052,-874,-987,-1195,530,2012
939,239,-89,-630,354,72,-1052,-869,-982,-1190,532,2012
958,244,-103,-642,371,68,-1058,-877,-988,-1194,529,2007
971,243,-117,-648,384,60,-1064,-887,-997,-1203,525,2005
945,233,-101,-630,363,63,-1059,-891,-1005,-1210,524,2004
942,241,-90,-633,356,73,-1058,-902,-1017,-1220,529,2011
959,250,-98,-646,369,73,-1064,-917,-1033,-1236,522,2006
961,261,-89,-652,365,83,-1064,-925,-1046,-1249,523,2007
962,254,-97,-649,370,76,-1069,-937,-1065,-1270,513,1997
924,237,-76,-622,340,78,-1060,-942,-1079,-1286,506,1992
903,230,-62,-608,323,81,-1055,-951,-1095,-1303,493,1982
914,231,-72,-614,333,77,-1056,-961,-1111,-1319,478,1973
907,218,-78,-604,333,67,-1049,-966,-1120,-1327,475,1971
895,202,-82,-590,329,57,-1047,-977,-1133,-1339,470,1966
900,205,-84,-594,332,58,-1048,-978,-1135,-1343,469,1966
906,218,-77,-603,332,68,-1046,-966,-1127,-1337,473,1969
907,216,-80,-603,334,65,-1047,-959,-1128,-1339,471,1964
900,202,-87,-592,334,55,-1048,-967,-1140,-1350,459,1949
884,197,-76,-582,320,58,-1046,-976,-1149,-1356,460,1953
874,189,-74,-573,314,55,-1041,-979,-1153,-1360,452,1945
882,199,-72,-582,317,61,-1039,-978,-1153,-1359,459,1957
899,198,-90,-590,335,51,-1044,-984,-1159,-1367,450,1948
877,188,-78,-574,318,52,-1041,-982,-1157,-1365,448,1944
879,187,-81,-574,320,50,-1041,-983,-1158,-1365,449,1946
892,190,-91,-582,332,47,-1041,-982,-1157,-1362,454,1948
872,173,-88,-564,320,40,-1041,-984,-1160,-1364,452,1945
863,177,-75,-561,309,48,-1037,-982,-1157,-1363,452,1945
883,199,-73,-582,318,60,-1039,-982,-1156,-1363,456,1949
905,204,-90,-596,338,54,-1042,-984,-1158,-1365,451,1947
903,205,-87,-595,335,56,-1041,-983,-1157,-1363,449,1947
889,198,-80,-585,325,56,-1038,-983,-1157,-1360,459,1957
894,198,-85,-587,330,54,-1039,-985,-1158,-1362,456,1952
891,193,-87,-583,329,50,-1041,-988,-1160,-1365,447,1941
908,195,-102,-593,345,44,-1044,-990,-1158,-1363,448,1940
908,196,-101,-593,345,45,-1043,-983,-1152,-1358,451,1942
897,194,-92,-587,335,48,-1037,-976,-1147,-1355,446,1937
887,208,-68,-589,318,67,-1031,-967,-1140,-1349,450,1942
893,201,-81,-588,327,57,-1038,-975,-1148,-1356,453,1946
898,195,-92,-588,335,49,-1043,-987,-1155,-1363,455,1948
880,187,-82,-575,321,50,-1039,-991,-1157,-1364,460,1957
884,176,-97,-571,331,37,-1046,-998,-1165,-1371,459,1955
873,190,-72,-573,313,56,-1037,-984,-1152,-1358,473,1964
880,205,-64,-584,312,68,-1027,-971,-1142,-1349,480,1971
879,202,-66,-582,313,65,-1026,-970,-1143,-1352,477,1968
869,193,-65,-572,307,61,-1030,-972,-1144,-1354,474,1964
881,193,-77,-578,319,55,-1039,-979,-1153,-1362,459,1950
896,208,-77,-593,327,63,-1038,-974,-1149,-1358,468,1962
915,223,-81,-610,338,68,-1037,-972,-1147,-1356,464,1955
901,203,-87,-593,334,55,-1044,-982,-1155,-1363,452,1946
896,200,-85,-589,331,55,-1044,-984,-1157,-1365,443,1936
908,218,-79,-604,334,67,-1037,-975,-1149,-1357,457,1948
873,212,-50,-584,302,78,-1030,-973,-1146,-1354,464,1950
886,204,-71,-586,319,64,-1042,-987,-1155,-1365,453,1939
892,192,-89,-583,331,49,-1052,-999,-1165,-1374,446,1933
886,189,-86,-579,326,49,-1041,-991,-1158,-1367,458,1944
892,209,-72,-592,322,66,-1030,-978,-1145,-1355,470,1955
895,219,-65,-598,320,74,-1036,-980,-1145,-1356,468,1957
888,221,-56,-596,312,80,-1031,-964,-1132,-1345,478,1964
894,203,-80,-590,327,59,-1037,-965,-1132,-1346,478,1964
912,215,-86,-605,339,62,-1042,-971,-1136,-1349,474,1958
918,247,-60,-624,329,91,-1036,-969,-1129,-1339,493,1978
919,245,-63,-623,331,88,-1041,-978,-1133,-1342,495,1985
916,223,-82,-611,339,68,-1055,-990,-1143,-1353,477,1964
904,209,-84,-598,334,60,-1060,-985,-1136,-1348,477,1962
898,235,-52,-608,315,89,-1052,-963,-1117,-1330,491,1974
919,256,-52,-629,326,99,-1056,-956,-1109,-1322,497,1983
904,256,-37,-621,311,107,-1056,-960,-1112,-1325,497,1984
918,253,-54,-627,326,97,-1067,-969,-1116,-1329,495,1982
940,256,-73,-639,347,89,-1076,-970,-1116,-1328,493,1975
944,263,-70,-645,347,94,-1085,-969,-1114,-1324,502,1988
934,245,-78,-631,346,81,-1095,-978,-1122,-1332,495,1985
933,229,-93,-622,353,65,-1102,-990,-1133,-1342,488,1980
954,227,-116,-632,375,53,-1101,-992,-1138,-1351,477,1966
962,225,-126,-635,384,47,-1094,-991,-1139,-1354,472,1963
937,213,-113,-616,365,47,-1086,-991,-1139,-1352,471,1964
936,193,-132,-606,374,28,-1091,-997,-1145,-1356,463,1957
950,211,-128,-622,379,39,-1090,-999,-1145,-1355,469,1962
934,226,-97,-621,356,62,-1071,-989,-1133,-1343,484,1975
910,221,-78,-607,334,69,-1061,-989,-1133,-1341,488,1977
893,215,-67,-595,320,71,-1056,-991,-1136,-1344,483,1969
911,233,-67,-613,329,80,-1054,-992,-1136,-1344,482,1969
879,226,-42,-594,301,89,-1040,-981,-1131,-1340,481,1967
880,217,-52,-590,306,80,-1038,-978,-1132,-1341,473,1959
908,201,-96,-596,342,50,-1051,-995,-1150,-1359,449,1935
935,200,-124,-609,370,35,-1060,-1003,-1159,-1369,439,1926
884,199,-74,-583,319,60,-1040,-986,-1144,-1353,464,1954
886,215,-60,-592,313,75,-1033,-978,-1139,-1347,474,1962
897,211,-75,-595,326,65,-1042,-988,-1149,-1355,467,1953
909,218,-80,-605,335,66,-1045,-989,-1148,-1352,471,1956
909,225,-73,-608,331,73,-1040,-985,-1147,-1353,472,1955
896,208,-77,-593,327,63,-1041,-985,-1150,-1357,467,1950
909,214,-84,-603,337,62,-1049,-993,-1159,-1364,460,1942
884,223,-50,-595,307,84,-1028,-976,-1148,-1356,464,1943
856,201,-44,-570,290,76,-1009,-961,-1141,-1357,446,1923
878,218,-49,-589,304,82,-998,-956,-1139,-1358,432,1907
870,209,-50,-581,300,77,-991,-951,-1137,-1359,421,1889
866,203,-52,-576,299,73,-986,-936,-1119,-1342,427,1890
887,220,-56,-595,312,79,-985,-911,-1081,-1300,456,1918
900,261,-28,-622,304,114,-984,-864,-1007,-1214,524,1980
960,320,-29,-681,335,143,-1023,-824,-929,-1120,604,2053
1059,395,-53,-768,396,168,-1085,-801,-865,-1035,680,2128
1170,455,-104,-854,477,173,-1132,-755,-787,-946,739,2199
1225,447,-167,-877,536,138,-1184,-721,-734,-885,768,2244
1221,448,-162,-876,532,140,-1219,-767,-753,-892,770,2259
1157,472,-74,-856,456,196,-1213,-862,-853,-977,757,2263
1059,380,-68,-761,404,153,-1167,-932,-995,-1133,666,2179
1023,224,-188,-665,446,15,-1086,-915,-1075,-1269,508,2026
996,169,-216,-624,446,-26,-1029,-889,-1090,-1315,445,1959
961,192,-158,-618,400,14,-1019,-906,-1099,-1319,458,1965
953,230,-112,-633,373,56,-1036,-935,-1117,-1326,466,1972
953,228,-114,-632,374,54,-1067,-975,-1150,-1354,452,1954
958,223,-124,-632,381,47,-1079,-1003,-1174,-1374,440,1938
921,223,-87,-613,344,65,-1056,-990,-1159,-1358,454,1946
905,238,-56,-613,321,88,-1038,-971,-1140,-1339,478,1963
892,241,-40,-608,306,98,-1038,-972,-1141,-1337,485,1963
895,242,-42,-610,309,97,-1043,-980,-1150,-1344,477,1954
905,240,-54,-614,320,90,-1043,-981,-1154,-1347,472,1950
913,237,-65,-616,329,83,-1051,-989,-1160,-1353,469,1946
911,242,-58,-618,325,89,-1048,-987,-1157,-1349,473,1950
893,250,-32,-613,303,106,-1041,-979,-1148,-1339,485,1962
891,246,-34,-610,303,103,-1041,-979,-1149,-1341,484,1962
896,236,-49,-607,313,91,-1044,-982,-1152,-1346,476,1954
904,242,-51,-614,318,93,-1051,-986,-1155,-1348,475,1953
909,236,-62,-614,326,84,-1057,-991,-1162,-1354,469,1949
899,225,-63,-603,321,78,-1058,-994,-1164,-1355,465,1944
895,230,-54,-604,315,85,-1061,-994,-1160,-1351,469,1946
902,246,-45,-615,314,98,-1057,-991,-1154,-1346,472,1948
905,243,-51,-615,318,93,-1047,-984,-1148,-1342,473,1950
904,234,-59,-610,322,85,-1048,-985,-1148,-1343,477,1953
908,223,-74,-607,331,72,-1051,-986,-1148,-1344,476,1951
919,225,-83,-613,341,68,-1054,-986,-1146,-1343,474,1951
895,234,-50,-606,313,89,-1052,-984,-1142,-1338,486,1965
910,245,-54,-619,322,93,-1053,-982,-1139,-1335,490,1969
920,253,-56,-628,328,96,-1057,-982,-1136,-1333,491,1968
917,243,-63,-621,330,87,-1065,-987,-1141,-1335,483,1961
919,254,-54,-628,327,97,-1069,-985,-1137,-1328,488,1970
896,257,-28,-618,302,112,-1060,-975,-1128,-1317,498,1979
917,256,-50,-628,324,100,-1068,-982,-1134,-1323,489,1969
924,258,-55,-632,330,99,-1070,-985,-1135,-1324,486,1966
930,256,-63,-634,337,94,-1075,-990,-1137,-1325,483,1965
919,249,-59,-625,329,92,-1073,-990,-1136,-1324,483,1966
901,252,-38,-618,310,104,-1062,-981,-1128,-1313,496,1980
901,250,-40,-617,311,102,-1060,-974,-1120,-1305,501,1984
927,251,-65,-630,336,90,-1070,-973,-1119,-1306,494,1977
933,267,-55,-641,334,103,-1075,-970,-1115,-1303,500,1984
916,263,-42,-631,319,108,-1074,-968,-1112,-1299,501,1983
923,259,-53,-632,328,100,-1074,-967,-1108,-1295,503,1983
934,254,-69,-635,342,90,-1071,-959,-1098,-1287,506,1985
926,258,-57,-633,332,98,-1078,-955,-1094,-1283,515,1991
926,247,-68,-628,337,87,-1072,-943,-1081,-1270,518,1994
931,252,-68,-633,340,89,-1059,-930,-1064,-1257,523,1999
944,273,-60,-650,342,104,-1055,-927,-1055,-1250,533,2007
940,267,-62,-645,341,100,-1056,-922,-1046,-1242,536,2008
940,261,-68,-642,344,94,-1058,-913,-1034,-1232,538,2007
955,260,-84,-649,360,85,-1063,-907,-1026,-1226,538,2006
947,258,-78,-644,353,87,-1065,-894,-1009,-1211,549,2015
949,252,-86,-642,358,80,-1073,-886,-997,-1201,554,2018
966,251,-104,-650,375,71,-1094,-888,-995,-1201,553,2015
965,243,-111,-645,378,63,-1108,-886,-991,-1198,550,2013
961,237,-113,-640,377,59,-1103,-874,-979,-1188,551,2012
961,247,-103,-645,372,69,-1095,-865,-970,-1177,563,2022
980,245,-124,-654,392,58,-1093,-861,-967,-1173,564,2024
994,239,-144,-658,409,45,-1099,-866,-971,-1178,556,2019
1000,240,-149,-661,415,43,-1111,-882,-986,-1191,553,2018
976,228,-137,-643,397,43,-1109,-888,-999,-1204,552,2018
947,227,-109,-628,368,56,-1095,-892,-1008,-1213,554,2023
932,221,-100,-618,356,58,-1086,-905,-1025,-1230,554,2025
930,215,-104,-614,357,53,-1087,-921,-1042,-1246,549,2023
947,221,-115,-625,371,50,-1086,-933,-1059,-1260,543,2021
954,219,-124,-628,379,45,-1084,-944,-1076,-1277,533,2016
945,222,-112,-625,369,52,-1089,-955,-1092,-1291,530,2014
948,221,-116,-626,372,50,-1097,-968,-1106,-1306,519,2006
948,210,-127,-620,378,39,-1100,-977,-1119,-1318,511,2003
947,205,-131,-617,379,34,-1094,-984,-1131,-1330,504,1999
929,184,-134,-598,372,22,-1079,-988,-1139,-1340,494,1991
892,185,-96,-580,334,42,-1073,-990,-1144,-1342,497,1997
914,197,-106,-597,350,43,-1079,-997,-1156,-1351,490,1989
928,203,-114,-607,361,42,-1085,-1003,-1162,-1357,490,1989
942,202,-129,-613,376,34,-1093,-1008,-1168,-1363,484,1985
916,210,-95,-604,346,55,-1073,-991,-1154,-1351,493,1996
901,215,-75,-599,328,67,-1065,-984,-1149,-1344,500,2007
921,206,-104,-605,353,48,-1083,-993,-1160,-1354,491,2002
916,191,-114,-595,355,36,-1094,-996,-1166,-1359,487,1996
891,191,-89,-582,330,48,-1094,-1002,-1172,-1362,492,2000
908,199,-98,-595,343,48,-1087,-1003,-1171,-1360,492,2001
922,200,-111,-602,357,42,-1087,-1007,-1171,-1358,495,2003
936,202,-123,-610,370,37,-1093,-996,-1156,-1340,509,2015
920,198,-111,-600,356,41,-1081,-970,-1125,-1305,528,2031
916,204,-101,-601,349,49,-1068,-956,-1102,-1277,539,2036
924,216,-97,-611,351,57,-1058,-934,-1058,-1220,570,2055
894,226,-57,-601,316,82,-1032,-893,-983,-1131,622,2087
911,259,-41,-626,316,106,-1014,-846,-905,-1042,664,2107
907,266,-30,-628,309,115,-966,-774,-818,-961,678,2103
919,266,-42,-634,321,109,-926,-696,-749,-926,644,2058
893,255,-27,-615,300,111,-910,-661,-739,-961,577,1984
872,246,-15,-600,284,113,-901,-664,-777,-1040,517,1920
859,206,-42,-574,291,79,-862,-643,-799,-1101,456,1853
864,94,-159,-520,352,-35,-789,-566,-774,-1123,355,1743
910,6,-293,-499,442,-146,-773,-524,-784,-1162,282,1676
962,-26,-377,-509,510,-204,-817,-558,-853,-1232,252,1662
958,-20,-367,-510,503,-196,-845,-607,-917,-1281,252,1673
924,-11,-324,-498,464,-170,-856,-656,-960,-1301,265,1696
898,29,-258,-505,418,-117,-878,-730,-1010,-1316,293,1733
886,93,-182,-531,374,-47,-907,-806,-1045,-1311,346,1788
856,170,-75,-554,306,45,-926,-854,-1044,-1273,428,1871
854,228,-15,-582,275,104,-933,-851,-1009,-1223,492,1933
868,257,0,-604,274,126,-930,-822,-964,-1174,532,1971
862,262,11,-603,266,134,-916,-800,-930,-1140,549,1991
837,233,7,-576,255,117,-904,-809,-938,-1149,536,1987
858,219,-28,-580,283,93,-893,-814,-945,-1160,519,1977
891,219,-61,-596,316,76,-882,-809,-946,-1167,508,1972
869,210,-48,-581,299,78,-883,-815,-967,-1190,508,1979
857,186,-60,-563,299,60,-898,-840,-1002,-1222,495,1973
873,171,-91,-563,322,37,-924,-878,-1046,-1258,483,1969
904,189,-104,-588,344,40,-967,-928,-1096,-1294,484,1977
929,204,-114,-608,362,42,-1015,-970,-1132,-1319,488,1985
933,212,-110,-614,362,48,-1054,-999,-1152,-1333,492,1992
899,218,-70,-600,325,71,-1074,-1006,-1155,-1331,511,2010
911,231,-69,-612,330,78,-1087,-1008,-1155,-1330,516,2015
918,220,-87,-610,343,64,-1088,-1009,-1157,-1332,503,2005
933,211,-111,-613,362,47,-1087,-1008,-1155,-1328,502,2008
969,211,-147,-631,398,29,-1094,-1010,-1153,-1324,509,2016
955,209,-135,-623,385,34,-1097,-1012,-1151,-1319,523,2029
937,218,-108,-619,363,52,-1096,-1011,-1146,-1311,535,2040
933,227,-95,-621,354,63,-1094,-1013,-1147,-1309,536,2040
943,230,-102,-628,363,61,-1100,-1020,-1153,-1311,535,2040
955,226,-118,-632,377,51,-1105,-1024,-1158,-1314,533,2042
941,207,-123,-615,372,39,-1107,-1030,-1163,-1317,534,2044
934,202,-121,-609,368,38,-1106,-1029,-1164,-1317,539,2047
943,217,-115,-621,369,48,-1107,-1032,-1166,-1316,545,2053
946,220,-115,-624,371,50,-1116,-1040,-1171,-1319,540,2050
924,230,-83,-618,344,71,-1108,-1030,-1159,-1306,550,2062
932,245,-76,-630,344,82,-1108,-1026,-1155,-1301,563,2074
937,244,-82,-632,350,78,-1115,-1031,-1157,-1302,566,2077
939,239,-89,-630,354,72,-1121,-1034,-1158,-1302,570,2082
